SESSION-CRYPTO FIELD TAINT V9
Parser output semantic fields established by v8: session algorithm presence/value @ +0x118/+0x11c; session key-length presence/value @ +0x120/+0x128.
Goal: find copies/consumers of this exact four-offset signature in networking code and connect it to P2P constructors.

=== CRYPTO PARSER ENTRY (confirm output pointer) 0x7c088e4-0x7c08980 ===
0x7c088e4: stp       x29, x30, [sp, #-0x60]!
  0x7b79de8: ldrb      w8, [x20, #0x120]
  0x7b79dec: str       x10, [x19, #0x158]
  0x7b79df0: str       w9, [x19, #0x19c]
  0x7b79df4: ldr       x10, [x20, #0x168]
  0x7b79df8: ldr       w9, [x20, #0x1a4]
  0x7b79dfc: str       d0, [x19, #0x190]
  0x7b79e00: strb      w8, [x19, #0x120]
  0x7b79e04: ldrb      w8, [x20, #0x130]
  0x7b79e08: str       x10, [x19, #0x168]
  0x7b79e0c: str       w9, [x19, #0x1a4]
  0x7b79e10: ldr       w9, [x20, #0x1ac]
  0x7b79e14: strb      w8, [x19, #0x130]
  0x7b79e18: ldrb      w8, [x20, #0x140]
  0x7b79e1c: str       w9, [x19, #0x1ac]
  0x7b79e20: strb      w8, [x19, #0x140]
  0x7b79e24: ldrb      w8, [x20, #0x150]
  0x7b79e28: strb      w8, [x19, #0x150]
  0x7b79e2c: ldrb      w8, [x20, #0x160]
  0x7b79e30: strb      w8, [x19, #0x160]

-- fn 0x7b8b5e4-0x7b8b8ac base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7b8b660: bl        #0x7b8b8ac
  ...
  0x7b8b6d8: bl        #0x2efa4dc
  ...
  0x7b8b6ec: bl        #0x7b8b9a4
  ...
  0x7b8b7ec: mov       x5, xzr
  0x7b8b7f0: bl        #0x7b8bb5c
  0x7b8b7f4: add       x25, x19, #0x128
  0x7b8b7f8: adrp      x8, #0x981b000
  0x7b8b7fc: add       x8, x8, #0xab8
  0x7b8b800: ldr       x9, [x20, #0x118]
  0x7b8b804: add       x27, x20, #0x128
  0x7b8b808: str       xzr, [x19, #0x138]
  0x7b8b80c: stp       x25, x25, [x19, #0x128]
  0x7b8b810: ldr       x26, [x20, #0x130]
  0x7b8b814: str       x8, [x19, #0xe0]
  0x7b8b818: stp       x9, x23, [x19, #0x118]
  0x7b8b81c: cmp       x26, x27
  0x7b8b820: b.eq      #0x7b8b87c
  0x7b8b824: mov       w0, #0x58
  0x7b8b828: mov       w1, wzr
  0x7b8b82c: add       x21, x26, #0x10
  0x7b8b830: bl        #0x2efa4dc
  0x7b8b834: mov       x22, x0
  0x7b8b838: add       x0, x0, #0x10
  0x7b8b83c: mov       x1, x21
  0x7b8b840: str       xzr, [x22]
  0x7b8b844: bl        #0x7b8b9a4
  0x7b8b848: ldr       x8, [x26, #0x50]
  0x7b8b84c: str       x25, [x22, #8]
  0x7b8b850: ldr       x9, [x19, #0x128]
  0x7b8b854: str       x8, [x22, #0x50]
  0x7b8b858: ldr       x8, [x19, #0x138]
  0x7b8b85c: str       x22, [x9, #8]
  0x7b8b860: ldr       x26, [x26, #8]
  0x7b8b864: str       x9, [x22]
  0x7b8b868: str       x22, [x19, #0x128]
  0x7b8b86c: add       x8, x8, #1
  0x7b8b870: cmp       x26, x27
  0x7b8b874: str       x8, [x19, #0x138]
  0x7b8b878: b.ne      #0x7b8b824
  0x7b8b87c: ldr       x8, [x20, #0x140]
  0x7b8b880: str       x24, [x19, #0x120]
  0x7b8b884: ldr       w9, [x20, #0x148]
  0x7b8b888: str       x8, [x19, #0x140]
  0x7b8b88c: str       w9, [x19, #0x148]
  0x7b8b890: ldp       x20, x19, [sp, #0x50]
  0x7b8b894: ldp       x22, x21, [sp, #0x40]
  0x7b8b898: ldp       x24, x23, [sp, #0x30]
  0x7b8b89c: ldp       x26, x25, [sp, #0x20]
  0x7b8b8a0: ldr       x27, [sp, #0x10]
  0x7b8b8a4: ldp       x29, x30, [sp], #0x60
  0x7b8b8a8: ret       

-- fn 0x7b8e9e4-0x7b8f010 base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7b8ea04: bl        #0x8b34ef0
  ...
  0x7b8ea1c: bl        #0x8b34ef0
  ...
  0x7b8ea30: blr       x8
  ...
  0x7b8ea38: bl        #0x8b388f0
  ...
  0x7b8ea4c: blr       x8
  ...
  0x7b8ea54: bl        #0x8b388f0
  ...
  0x7b8ea70: bl        #0x8b34ef0
  ...
  0x7b8ea88: bl        #0x8b34ef0
  ...
  0x7b8ea9c: blr       x8
  ...
  0x7b8eaa4: bl        #0x8b388f0
  ...
  0x7b8eab8: blr       x8
  ...
  0x7b8eac0: bl        #0x8b388f0
  ...
  0x7b8eadc: bl        #0x8b34ef0
  ...
  0x7b8eafc: blr       x8
  ...
  0x7b8eb68: bl        #0x7b8f5bc
  ...
  0x7b8eb84: bl        #0x7b8f734
  ...
  0x7b8eb9c: bl        #0x7b8fa2c
  ...
  0x7b8ebd8: bl        #0x8b35290
  ...
  0x7b8ec50: bl        #0x7b8f5bc
  ...
  0x7b8ec70: bl        #0x8b35260
  ...
  0x7b8ec7c: bl        #0x7b8f60c
  ...
  0x7b8ec84: bl        #0x8b35260
  ...
  0x7b8ecac: bl        #0x8b34e90
  ...
  0x7b8ecb8: bl        #0x8b34ef0
  ...
  0x7b8eccc: bl        #0x7b8f734
  ...
  0x7b8ecec: bl        #0x8b35260
  ...
  0x7b8ecf8: bl        #0x7b8f754
  ...
  0x7b8ed00: bl        #0x8b35260
  ...
  0x7b8ed28: bl        #0x8b34e90
  ...
  0x7b8ed34: bl        #0x8b34ef0
  ...
  0x7b8ed48: blr       x8
  ...
  0x7b8ed50: bl        #0x8b388f0
  ...
  0x7b8ed60: bl        #0x7b8fa2c
  ...
  0x7b8ed80: bl        #0x8b35260
  ...
  0x7b8ed8c: bl        #0x7b8fa50
  ...
  0x7b8ed94: bl        #0x8b35260
  ...
  0x7b8edbc: bl        #0x8b34e90
  ...
  0x7b8edc8: bl        #0x8b34ef0
  ...
  0x7b8eddc: blr       x8
  ...
  0x7b8ede4: bl        #0x8b388f0
  ...
  0x7b8edf8: blr       x8
  ...
  0x7b8ee00: bl        #0x8b388f0
  ...
  0x7b8ee28: bl        #0x7b8fc44
  ...
  0x7b8ee40: bl        #0x8b35260
  ...
  0x7b8ee4c: bl        #0x7b8fc58
  ...
  0x7b8ee54: bl        #0x8b35260
  ...
  0x7b8ee7c: bl        #0x8b34e90
  ...
  0x7b8ee88: bl        #0x8b34ef0
  ...
  0x7b8ee9c: blr       x8
  ...
  0x7b8eea4: bl        #0x8b388f0
  ...
  0x7b8eef4: str       wzr, [x19, #0xe4]
  0x7b8eef8: strb      wzr, [x19, #0xe8]
  0x7b8eefc: str       wzr, [x19, #0xec]
  0x7b8ef00: strb      wzr, [x19, #0xf0]
  0x7b8ef04: str       xzr, [x19, #0xf8]
  0x7b8ef08: strb      wzr, [x19, #0x100]
  0x7b8ef0c: str       xzr, [x19, #0x108]
  0x7b8ef10: strb      wzr, [x19, #0x110]
  0x7b8ef14: str       xzr, [x19, #0x118]
  0x7b8ef18: strb      wzr, [x19, #0x120]
  0x7b8ef1c: str       wzr, [x19, #0x124]
  0x7b8ef20: strb      wzr, [x19, #0x128]
  0x7b8ef24: str       wzr, [x19, #0x12c]
  0x7b8ef28: cbz       x22, #0x7b8ef54
  0x7b8ef2c: add       x1, x22, #8
  0x7b8ef30: mov       x0, #-1
  0x7b8ef34: bl        #0x8b34ef0
  0x7b8ef38: cbnz      x0, #0x7b8ef54
  0x7b8ef3c: ldr       x8, [x22]
  0x7b8ef40: mov       x0, x22
  0x7b8ef44: ldr       x8, [x8, #0x10]
  0x7b8ef48: blr       x8
  0x7b8ef4c: mov       x0, x22
  0x7b8ef50: bl        #0x8b388f0
  ...
  0x7b8ef60: bl        #0x8b34ef0
  ...
  0x7b8ef74: blr       x8
  ...
  0x7b8ef7c: bl        #0x8b388f0
  ...
  0x7b8ef8c: bl        #0x8b34ef0
  ...
  0x7b8efa0: blr       x8
  ...
  0x7b8efa8: bl        #0x8b388f0
  ...
  0x7b8efb8: bl        #0x8b34ef0
  ...
  0x7b8efcc: blr       x8
  ...
  0x7b8efd4: bl        #0x8b388f0
  ...
  0x7b8f00c: bl        #0x8b35290

-- fn 0x7b8ff1c-0x7b904ac base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7b8ff98: bl        #0x2f1ec94
  ...
  0x7b8ffec: bl        #0x7b8f5bc
  ...
  0x7b9000c: bl        #0x8b35260
  ...
  0x7b90018: bl        #0x7b8f60c
  ...
  0x7b90020: bl        #0x8b35260
  ...
  0x7b9004c: bl        #0x8b34e90
  ...
  0x7b90058: bl        #0x8b34ef0
  ...
  0x7b9006c: bl        #0x7b8f734
  ...
  0x7b9008c: bl        #0x8b35260
  ...
  0x7b90098: bl        #0x7b8f754
  ...
  0x7b900a0: bl        #0x8b35260
  ...
  0x7b900cc: bl        #0x8b34e90
  ...
  0x7b900d8: bl        #0x8b34ef0
  ...
  0x7b900ec: blr       x8
  ...
  0x7b900f4: bl        #0x8b388f0
  ...
  0x7b90104: bl        #0x7b8fa2c
  ...
  0x7b90124: bl        #0x8b35260
  ...
  0x7b90130: bl        #0x7b8fa50
  ...
  0x7b90138: bl        #0x8b35260
  ...
  0x7b90160: bl        #0x8b34e90
  ...
  0x7b9016c: bl        #0x8b34ef0
  ...
  0x7b90180: blr       x8
  ...
  0x7b90188: bl        #0x8b388f0
  ...
  0x7b9019c: blr       x8
  ...
  0x7b901a4: bl        #0x8b388f0
  ...
  0x7b901cc: bl        #0x7b8fc44
  ...
  0x7b901e4: bl        #0x8b35260
  ...
  0x7b901f0: bl        #0x7b8fc58
  ...
  0x7b901f8: bl        #0x8b35260
  ...
  0x7b90220: bl        #0x8b34e90
  ...
  0x7b9022c: bl        #0x8b34ef0
  ...
  0x7b90240: blr       x8
  ...
  0x7b90248: bl        #0x8b388f0
  ...
  0x7b90250: bl        #0x7b90b30
  ...
  0x7b90284: bl        #0x8b35260
  ...
  0x7b90290: bl        #0x7b90b50
  ...
  0x7b90298: bl        #0x8b35260
  ...
  0x7b902c0: bl        #0x8b34e90
  ...
  0x7b902cc: bl        #0x8b34ef0
  ...
  0x7b902e0: blr       x8
  ...
  0x7b902e8: bl        #0x8b388f0
  ...
  0x7b90338: strb      wzr, [x19, #0xf8]
  0x7b9033c: str       wzr, [x19, #0xfc]
  0x7b90340: strb      wzr, [x19, #0x100]
  0x7b90344: str       wzr, [x19, #0x104]
  0x7b90348: strb      wzr, [x19, #0x108]
  0x7b9034c: str       wzr, [x19, #0x10c]
  0x7b90350: strb      wzr, [x19, #0x110]
  0x7b90354: str       wzr, [x19, #0x114]
  0x7b90358: strb      wzr, [x19, #0x118]
  0x7b9035c: str       xzr, [x19, #0x120]
  0x7b90360: strb      wzr, [x19, #0x128]
  0x7b90364: str       xzr, [x19, #0x130]
  0x7b90368: strb      wzr, [x19, #0x138]
  0x7b9036c: str       xzr, [x19, #0x140]
  0x7b90370: strb      wzr, [x19, #0x148]
  0x7b90374: str       wzr, [x19, #0x14c]
  0x7b90378: strb      wzr, [x19, #0x150]
  0x7b9037c: str       wzr, [x19, #0x154]
  0x7b90380: strb      wzr, [x19, #0x158]
  0x7b90384: str       wzr, [x19, #0x15c]
  0x7b90388: bl        #0x2f1ec94
  0x7b9038c: strb      wzr, [x19, #0x160]
  0x7b90390: str       x0, [x19, #0x178]
  ...
  0x7b903a0: bl        #0x8b34ef0
  ...
  0x7b903b4: blr       x8
  ...
  0x7b903bc: bl        #0x8b388f0
  ...
  0x7b903cc: bl        #0x8b34ef0
  ...
  0x7b903e0: blr       x8
  ...
  0x7b903e8: bl        #0x8b388f0
  ...
  0x7b903fc: bl        #0x8b34ef0
  ...
  0x7b90410: blr       x8
  ...
  0x7b90418: bl        #0x8b388f0
  ...
  0x7b90428: bl        #0x8b34ef0
  ...
  0x7b9043c: blr       x8
  ...
  0x7b90444: bl        #0x8b388f0
  ...
  0x7b90454: bl        #0x8b34ef0
  ...
  0x7b90468: blr       x8
  ...
  0x7b90470: bl        #0x8b388f0
  ...
  0x7b904a8: bl        #0x8b35290

-- fn 0x7b90ee4-0x7b91ba4 base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7b90f54: bl        #0x2f1ec94
  ...
  0x7b90fac: bl        #0x7b8f5bc
  ...
  0x7b90fcc: bl        #0x8b35260
  ...
  0x7b90fd8: bl        #0x7b8f60c
  ...
  0x7b90fe0: bl        #0x8b35260
  ...
  0x7b9100c: bl        #0x8b34e90
  ...
  0x7b91018: bl        #0x8b34ef0
  ...
  0x7b9102c: blr       x8
  ...
  0x7b91034: bl        #0x8b388f0
  ...
  0x7b9103c: bl        #0x7b91d54
  ...
  0x7b91054: bl        #0x8b35260
  ...
  0x7b91060: bl        #0x7b91d78
  ...
  0x7b91068: bl        #0x8b35260
  ...
  0x7b91094: bl        #0x8b34e90
  ...
  0x7b910a0: bl        #0x8b34ef0
  ...
  0x7b910b4: blr       x8
  ...
  0x7b910bc: bl        #0x8b388f0
  ...
  0x7b910c4: bl        #0x7b8f8c8
  ...
  0x7b910d4: bl        #0x8b35260
  ...
  0x7b910e0: bl        #0x7b8f928
  ...
  0x7b910e8: bl        #0x8b35260
  ...
  0x7b91110: bl        #0x8b34e90
  ...
  0x7b9111c: bl        #0x8b34ef0
  ...
  0x7b91130: blr       x8
  ...
  0x7b91138: bl        #0x8b388f0
  ...
  0x7b91140: bl        #0x7b8fc44
  ...
  0x7b91158: bl        #0x8b35260
  ...
  0x7b91164: bl        #0x7b8fc58
  ...
  0x7b9116c: bl        #0x8b35260
  ...
  0x7b91194: bl        #0x8b34e90
  ...
  0x7b911a0: bl        #0x8b34ef0
  ...
  0x7b911b4: blr       x8
  ...
  0x7b911bc: bl        #0x8b388f0
  ...
  0x7b911c4: bl        #0x7b90b30
  ...
  0x7b911e8: bl        #0x8b35260
  ...
  0x7b911f4: bl        #0x7b90b50
  ...
  0x7b911fc: bl        #0x8b35260
  ...
  0x7b91224: bl        #0x8b34e90
  ...
  0x7b91230: bl        #0x8b34ef0
  ...
  0x7b91244: blr       x8
  ...
  0x7b9124c: bl        #0x8b388f0
  ...
  0x7b912ac: strb      wzr, [x19, #0xe8]
  0x7b912b0: str       wzr, [x19, #0xec]
  0x7b912b4: strb      wzr, [x19, #0xf0]
  0x7b912b8: str       wzr, [x19, #0xf4]
  0x7b912bc: strb      wzr, [x19, #0xf8]
  0x7b912c0: str       xzr, [x19, #0x100]
  0x7b912c4: strb      wzr, [x19, #0x108]
  0x7b912c8: str       xzr, [x19, #0x110]
  0x7b912cc: strb      wzr, [x19, #0x118]
  0x7b912d0: str       xzr, [x19, #0x120]
  0x7b912d4: strb      wzr, [x19, #0x128]
  0x7b912d8: str       wzr, [x19, #0x12c]
  0x7b912dc: strb      wzr, [x19, #0x130]
  0x7b912e0: str       wzr, [x19, #0x134]
  0x7b912e4: strb      wzr, [x19, #0x138]
  0x7b912e8: str       wzr, [x19, #0x13c]
  0x7b912ec: bl        #0x2f1ec94
  0x7b912f0: strb      wzr, [x19, #0x140]
  0x7b912f4: str       x0, [x19, #0x158]
  0x7b912f8: cbz       x23, #0x7b91324
  0x7b912fc: add       x1, x23, #8
  0x7b91300: mov       x0, #-1
  0x7b91304: bl        #0x8b34ef0
  ...
  0x7b91318: blr       x8
  ...
  0x7b91320: bl        #0x8b388f0
  ...
  0x7b91330: bl        #0x8b34ef0
  ...
  0x7b91344: blr       x8
  ...
  0x7b9134c: bl        #0x8b388f0
  ...
  0x7b91360: bl        #0x8b34ef0
  ...
  0x7b91374: blr       x8
  ...
  0x7b9137c: bl        #0x8b388f0
  ...
  0x7b9138c: bl        #0x8b34ef0
  ...
  0x7b913a0: blr       x8
  ...
  0x7b913a8: bl        #0x8b388f0
  ...
  0x7b913b8: bl        #0x8b34ef0
  ...
  0x7b913cc: blr       x8
  ...
  0x7b913d4: bl        #0x8b388f0
  ...
  0x7b9140c: bl        #0x8b35290
  ...
  0x7b91674: bl        #0x2f1ec94
  ...
  0x7b91680: bl        #0x2f1ecf0
  ...
  0x7b916fc: blr       x8
  ...
  0x7b91710: blr       x8
  ...
  0x7b91730: bl        #0x7b91884
  ...
  0x7b9174c: bl        #0x7b91a10
  ...
  0x7b917c4: blr       x8
  ...
  0x7b917dc: blr       x8
  ...
  0x7b9185c: bl        #0x7b8f3e0
  ...
  0x7b91874: bl        #0x2f1ec94
  ...
  0x7b91880: bl        #0x8b35290
  ...
  0x7b918f4: bl        #0x8b34e90
  ...
  0x7b91908: bl        #0x8b34ef0
  ...
  0x7b9191c: blr       x8
  ...
  0x7b91924: bl        #0x8b388f0
  ...
  0x7b91958: bl        #0x8b34e90
  ...
  0x7b91964: bl        #0x7b8f5cc
  ...
  0x7b91970: bl        #0x8b34ef0
  ...
  0x7b91984: blr       x8
  ...
  0x7b9198c: bl        #0x8b388f0
  ...
  0x7b9199c: bl        #0x7b8f5cc
  ...
  0x7b919b8: blr       x8
  ...
  0x7b919cc: blr       x8
  ...
  0x7b91a0c: bl        #0x8b35290
  ...
  0x7b91a84: bl        #0x8b34e90
  ...
  0x7b91a98: bl        #0x8b34ef0
  ...
  0x7b91aac: blr       x8
  ...
  0x7b91ab4: bl        #0x8b388f0
  ...
  0x7b91ae8: bl        #0x8b34e90
  ...
  0x7b91af4: bl        #0x7b91d64
  ...
  0x7b91b00: bl        #0x8b34ef0
  ...
  0x7b91b14: blr       x8
  ...
  0x7b91b1c: bl        #0x8b388f0
  ...
  0x7b91b2c: bl        #0x7b91d64
  ...
  0x7b91b4c: blr       x8
  ...
  0x7b91b60: blr       x8
  ...
  0x7b91ba0: bl        #0x8b35290

-- fn 0x7b95c4c-0x7b965ec base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7b95c88: bl        #0x7b9ce9c
  ...
  0x7b95e10: bl        #0x7b99c5c
  ...
  0x7b95e8c: bl        #0x7b9765c
  ...
  0x7b95ee4: bl        #0x7b9765c
  ...
  0x7b95f60: bl        #0x7b9765c
  ...
  0x7b95f8c: bl        #0x8b339d8
  ...
  0x7b95f98: bl        #0x8b3330c
  ...
  0x7b95fac: bl        #0x8b33280
  ...
  0x7b95fc0: bl        #0x8b33f84
  ...
  0x7b95fd4: bl        #0x8b331e0
  ...
  0x7b9600c: bl        #0x7b95500
  ...
  0x7b960c8: bl        #0x7b9cd18
  ...
  0x7b96100: bl        #0x7b9ce9c
  ...
  0x7b96154: bl        #0x7b9ce9c
  ...
  0x7b961a8: bl        #0x7b9ce9c
  ...
  0x7b96208: bl        #0x7b9ce9c
  ...
  0x7b96240: bl        #0x7b9b508
  ...
  0x7b96274: bl        #0x7b9ce9c
  ...
  0x7b962ac: bl        #0x7b9cd18
  ...
  0x7b962f0: bl        #0x7b9cd18
  ...
  0x7b96340: bl        #0x7b9cd18
  ...
  0x7b96428: str       d9, [x19, #0xa8]
  0x7b9642c: str       w9, [x19, #0x74]
  0x7b96430: ldur      w9, [x29, #-0xa4]
  0x7b96434: str       d10, [x19, #0xe8]
  0x7b96438: str       x23, [x19, #0xf8]
  0x7b9643c: strb      w9, [x19, #0x78]
  0x7b96440: ldur      w9, [x29, #-0xa0]
  0x7b96444: str       d12, [x19, #0x108]
  0x7b96448: str       d13, [x19, #0x128]
  0x7b9644c: str       w9, [x19, #0x7c]
  0x7b96450: ldr       w9, [sp, #0x40]
  0x7b96454: str       d11, [x19, #0x148]
  0x7b96458: str       d14, [x19, #0x168]
  0x7b9645c: strb      w9, [x19, #0x80]
  0x7b96460: ldr       w9, [sp, #0xa4]
  0x7b96464: strb      w25, [x19, #0x170]
  0x7b96468: strb      w25, [x19, #0x180]
  0x7b9646c: str       w9, [x19, #0x84]
  0x7b96470: ldr       w9, [sp, #0xa0]
  0x7b96474: str       d15, [x19, #0x188]
  0x7b96478: strb      w24, [x19, #0x190]
  ...
  0x7b964b4: str       d0, [x19, #0x1c8]
  0x7b964b8: strb      w9, [x19, #0xb0]
  0x7b964bc: ldr       x9, [sp, #0x60]
  0x7b964c0: strb      w10, [x19, #0xd0]
  0x7b964c4: strb      w10, [x19, #0xe0]
  0x7b964c8: ldr       x10, [sp, #8]
  0x7b964cc: str       x9, [x19, #0xb8]
  0x7b964d0: ldr       w9, [sp, #0x4c]
  0x7b964d4: str       x10, [x19, #0x118]
  0x7b964d8: ldr       w10, [sp, #0x24]
  0x7b964dc: strb      w9, [x19, #0xc0]
  0x7b964e0: ldr       x9, [sp, #0x58]
  0x7b964e4: strb      w10, [x19, #0x130]
  0x7b964e8: str       x9, [x19, #0xc8]
  0x7b964ec: ldr       x9, [sp, #0x50]
  0x7b964f0: strb      w10, [x19, #0x140]
  0x7b964f4: ldr       w10, [sp, #0x20]
  0x7b964f8: str       x9, [x19, #0xd8]
  0x7b964fc: ldr       w9, [sp, #0x3c]
  0x7b96500: strb      w10, [x19, #0x150]
  0x7b96504: strb      w10, [x19, #0x160]
  0x7b96508: strb      w9, [x19, #0xf0]
  0x7b9650c: strb      w9, [x19, #0x100]
  0x7b96510: ldr       w9, [sp, #0x38]
  0x7b96514: strb      w9, [x19, #0x110]
  0x7b96518: strb      w9, [x19, #0x120]
  0x7b9651c: ldr       x9, [sp, #0x30]
  0x7b96520: str       x9, [x19, #0x138]
  0x7b96524: ldr       x9, [sp, #0x28]
  0x7b96528: str       x9, [x19, #0x158]
  0x7b9652c: ldp       x20, x9, [sp, #0x10]
  0x7b96530: str       x9, [x19, #0x178]
  0x7b96534: ldr       x8, [x20, #0x28]
  0x7b96538: ldur      x9, [x29, #-0x50]
  0x7b9653c: cmp       x8, x9
  0x7b96540: b.ne      #0x7b965e0
  0x7b96544: ldp       x20, x19, [sp, #0x1a0]
  0x7b96548: ldp       x22, x21, [sp, #0x190]
  ...
  0x7b965a0: bl        #0x7b9cd18
  ...
  0x7b965e0: bl        #0x8b35290

-- fn 0x7ba635c-0x7ba6a38 base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7ba65b8: blr       x8
  ...
  0x7ba65d0: bl        #0x8b34ef0
  ...
  0x7ba6674: str       xzr, [x19, #0xd8]
  0x7ba6678: strb      wzr, [x19, #0xe0]
  0x7ba667c: str       xzr, [x19, #0xe8]
  0x7ba6680: strb      wzr, [x19, #0xf0]
  0x7ba6684: str       xzr, [x19, #0xf8]
  0x7ba6688: strb      wzr, [x19, #0x100]
  0x7ba668c: str       xzr, [x19, #0x108]
  0x7ba6690: strb      wzr, [x19, #0x110]
  0x7ba6694: str       xzr, [x19, #0x118]
  0x7ba6698: strb      wzr, [x19, #0x120]
  0x7ba669c: str       xzr, [x19, #0x128]
  0x7ba66a0: strb      wzr, [x19, #0x130]
  0x7ba66a4: str       xzr, [x19, #0x138]
  0x7ba66a8: strb      wzr, [x19, #0x140]
  0x7ba66ac: str       xzr, [x19, #0x148]
  0x7ba66b0: strb      wzr, [x19, #0x150]
  0x7ba66b4: str       xzr, [x19, #0x158]
  0x7ba66b8: strb      wzr, [x19, #0x160]
  0x7ba66bc: str       xzr, [x19, #0x168]
  0x7ba66c0: strb      wzr, [x19, #0x170]
  0x7ba66c4: str       xzr, [x19, #0x178]
  0x7ba66c8: strb      wzr, [x19, #0x180]
  0x7ba66cc: str       xzr, [x19, #0x188]
  ...
  0x7ba68d0: ldr       x8, [sp, #0x1c0]
  0x7ba68d4: strb      w0, [x19, #0x100]
  0x7ba68d8: str       x8, [x19, #0x108]
  0x7ba68dc: ldrb      w8, [sp, #0x1d0]
  0x7ba68e0: cbz       w8, #0x7ba68f4
  0x7ba68e4: mov       w0, #1
  0x7ba68e8: ldr       d0, [sp, #0x1d8]
  0x7ba68ec: strb      w0, [x19, #0x110]
  0x7ba68f0: str       d0, [x19, #0x118]
  0x7ba68f4: ldrb      w8, [sp, #0x1e8]
  0x7ba68f8: cbz       w8, #0x7ba690c
  0x7ba68fc: mov       w0, #1
  0x7ba6900: ldr       x8, [sp, #0x1f0]
  0x7ba6904: strb      w0, [x19, #0x120]
  0x7ba6908: str       x8, [x19, #0x128]
  0x7ba690c: ldrb      w8, [sp, #0x200]
  0x7ba6910: cbz       w8, #0x7ba6924
  0x7ba6914: mov       w0, #1
  0x7ba6918: ldr       d0, [sp, #0x208]
  0x7ba691c: strb      w0, [x19, #0x130]
  0x7ba6920: str       d0, [x19, #0x138]
  0x7ba6924: ldrb      w8, [sp, #0x218]
  0x7ba6928: cbz       w8, #0x7ba693c
  0x7ba692c: mov       w0, #1
  0x7ba6930: ldr       x8, [sp, #0x220]
  0x7ba6934: strb      w0, [x19, #0x140]
  0x7ba6938: str       x8, [x19, #0x148]
  ...
  0x7ba69f4: blr       x8
  ...
  0x7ba69fc: bl        #0x8b388f0
  ...
  0x7ba6a30: bl        #0x8b35290

-- fn 0x7ba6a38-0x7ba71e0 base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7ba6cdc: blr       x8
  ...
  0x7ba6cf4: bl        #0x8b34ef0
  ...
  0x7ba6d80: str       xzr, [x19, #0xd8]
  0x7ba6d84: strb      wzr, [x19, #0xe0]
  0x7ba6d88: str       xzr, [x19, #0xe8]
  0x7ba6d8c: strb      wzr, [x19, #0xf0]
  0x7ba6d90: str       xzr, [x19, #0xf8]
  0x7ba6d94: strb      wzr, [x19, #0x100]
  0x7ba6d98: str       xzr, [x19, #0x108]
  0x7ba6d9c: strb      wzr, [x19, #0x110]
  0x7ba6da0: str       xzr, [x19, #0x118]
  0x7ba6da4: strb      wzr, [x19, #0x120]
  0x7ba6da8: str       xzr, [x19, #0x128]
  0x7ba6dac: strb      wzr, [x19, #0x130]
  0x7ba6db0: str       wzr, [x19, #0x134]
  0x7ba6db4: strb      wzr, [x19, #0x138]
  0x7ba6db8: str       wzr, [x19, #0x13c]
  0x7ba6dbc: strb      wzr, [x19, #0x140]
  0x7ba6dc0: str       wzr, [x19, #0x144]
  0x7ba6dc4: strb      wzr, [x19, #0x148]
  0x7ba6dc8: str       xzr, [x19, #0x150]
  0x7ba6dcc: strb      wzr, [x19, #0x158]
  0x7ba6dd0: str       xzr, [x19, #0x160]
  0x7ba6dd4: strb      wzr, [x19, #0x168]
  0x7ba6dd8: str       xzr, [x19, #0x170]
  ...
  0x7ba6fcc: ldr       x8, [sp, #0x1a8]
  0x7ba6fd0: strb      w0, [x19, #0x100]
  0x7ba6fd4: str       x8, [x19, #0x108]
  0x7ba6fd8: ldrb      w8, [sp, #0x1b8]
  0x7ba6fdc: cbz       w8, #0x7ba6ff0
  0x7ba6fe0: mov       w0, #1
  0x7ba6fe4: ldr       x8, [sp, #0x1c0]
  0x7ba6fe8: strb      w0, [x19, #0x110]
  0x7ba6fec: str       x8, [x19, #0x118]
  0x7ba6ff0: ldrb      w8, [sp, #0x1d0]
  0x7ba6ff4: cbz       w8, #0x7ba7008
  0x7ba6ff8: mov       w0, #1
  0x7ba6ffc: ldr       x8, [sp, #0x1d8]
  0x7ba7000: strb      w0, [x19, #0x120]
  0x7ba7004: str       x8, [x19, #0x128]
  0x7ba7008: ldrb      w8, [sp, #0x1e8]
  0x7ba700c: cbz       w8, #0x7ba7020
  0x7ba7010: mov       w0, #1
  0x7ba7014: ldr       w8, [sp, #0x1ec]
  0x7ba7018: strb      w0, [x19, #0x130]
  0x7ba701c: str       w8, [x19, #0x134]
  0x7ba7020: ldrb      w8, [sp, #0x1f8]
  0x7ba7024: cbz       w8, #0x7ba7038
  0x7ba7028: mov       w0, #1
  0x7ba702c: ldr       w8, [sp, #0x1fc]
  0x7ba7030: strb      w0, [x19, #0x138]
  0x7ba7034: str       w8, [x19, #0x13c]
  ...
  0x7ba7198: blr       x8
  ...
  0x7ba71a0: bl        #0x8b388f0
  ...
